rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
46485,1629918,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,de2c911a-39a1-4422-bb51-c719c1222269,1569258381979000000,2019-09-23 13:06:21.979000 EDT,2019-09-23 13:05:51.975000000~2019-09-23 13:06:53.262000000,dst,1816,1629918,subject,netflow,subject->netflow,netflow 142.20.56.202:51225->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51225->132.197.158.98:80,< 1.000
46486,1629884,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,bab7fa7f-5190-4866-a072-05b8a84b2980,1569258376087000000,2019-09-23 13:06:16.087000 EDT,2019-09-23 13:05:51.975000000~2019-09-23 13:06:53.262000000,dst,1816,1629884,subject,netflow,subject->netflow,netflow 142.20.56.202:51224->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51224->132.197.158.98:80,< 1.000
46487,1629862,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,420a0967-c7f5-40c6-a63f-cf7fd89201c8,1569258370091000000,2019-09-23 13:06:10.091000 EDT,2019-09-23 13:05:51.975000000~2019-09-23 13:06:53.262000000,dst,1816,1629862,subject,netflow,subject->netflow,netflow 142.20.56.202:51223->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51223->132.197.158.98:80,< 1.000
46488,1629825,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,667a0e60-7907-4b2a-960e-f39b7fe6efd9,1569258365775000000,2019-09-23 13:06:05.775000 EDT,2019-09-23 13:05:51.975000000~2019-09-23 13:06:53.262000000,dst,1816,1629825,subject,netflow,subject->netflow,netflow 142.20.56.202:51222->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51222->132.197.158.98:80,< 1.000
46489,1629642,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,b47c146c-979e-4990-b411-c1439cb2eeeb,1569258360597000000,2019-09-23 13:06:00.597000 EDT,2019-09-23 13:05:51.975000000~2019-09-23 13:06:53.262000000,dst,1816,1629642,subject,netflow,subject->netflow,netflow 142.20.56.202:51221->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51221->132.197.158.98:80,< 1.000
46490,1629568,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,c84ee527-2ece-4934-95d9-a120830352d4,1569258355424000000,2019-09-23 13:05:55.424000 EDT,2019-09-23 13:05:51.975000000~2019-09-23 13:06:53.262000000,dst,1816,1629568,subject,netflow,subject->netflow,netflow 142.20.56.202:51220->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51220->132.197.158.98:80,< 1.000
46491,1629480,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,9dbe372c-18fc-4178-9de4-ce74e765a8d5,1569258350022000000,2019-09-23 13:05:50.022000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629480,subject,netflow,subject->netflow,netflow 142.20.56.202:51219->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51219->132.197.158.98:80,< 1.000
46492,1629344,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,bbf80b95-2fe0-4bd0-a1e8-20c4e24fcc93,1569258345099000000,2019-09-23 13:05:45.099000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629344,subject,netflow,subject->netflow,netflow 142.20.56.202:51218->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51218->132.197.158.98:80,< 1.000
46493,1629309,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,0390fb83-062c-48c7-b398-d8e04631613a,1569258339959000000,2019-09-23 13:05:39.959000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629309,subject,netflow,subject->netflow,netflow 142.20.56.202:51217->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51217->132.197.158.98:80,< 1.000
46494,1629266,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,25f5ed43-5a5b-4f06-a8f0-7c13e5a7bf5e,1569258334834000000,2019-09-23 13:05:34.834000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629266,subject,netflow,subject->netflow,netflow 142.20.56.202:51216->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51216->132.197.158.98:80,< 1.000
46495,1629253,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,b105d876-7266-4124-93bd-105f7a56150c,1569258329714000000,2019-09-23 13:05:29.714000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629253,subject,netflow,subject->netflow,netflow 142.20.56.202:51215->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51215->132.197.158.98:80,< 1.000
46496,1629196,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,fdafa165-1c2e-4604-8d73-ee201d90c789,1569258323651000000,2019-09-23 13:05:23.651000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629196,subject,netflow,subject->netflow,netflow 142.20.56.202:51214->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51214->132.197.158.98:80,< 1.000
46497,1629123,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,8fb87e1f-505f-4c7b-b0fb-f2e4499692d5,1569258318471000000,2019-09-23 13:05:18.471000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629123,subject,netflow,subject->netflow,netflow 142.20.56.202:51213->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51213->132.197.158.98:80,< 1.000
46498,1629082,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,d2165729-6291-4a21-8e49-3282d56f04ac,1569258313334000000,2019-09-23 13:05:13.334000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629082,subject,netflow,subject->netflow,netflow 142.20.56.202:51212->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51212->132.197.158.98:80,< 1.000
46499,1629053,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,b6c866fd-bd4b-429a-9872-d41945ac1aab,1569258308151000000,2019-09-23 13:05:08.151000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629053,subject,netflow,subject->netflow,netflow 142.20.56.202:51211->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51211->132.197.158.98:80,< 1.000
46500,1629041,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,c9720d04-a172-46dc-aa32-f46a20e8a517,1569258303031000000,2019-09-23 13:05:03.031000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1629041,subject,netflow,subject->netflow,netflow 142.20.56.202:51210->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51210->132.197.158.98:80,< 1.000
46501,1628882,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,57e66c14-4a5b-4712-9a99-7bebe46d0085,1569258297576000000,2019-09-23 13:04:57.576000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1628882,subject,netflow,subject->netflow,netflow 142.20.56.202:51209->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51209->132.197.158.98:80,< 1.000
46502,1628846,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,48ff3fd3-0233-43ae-9cc8-d85969880898,1569258292438000000,2019-09-23 13:04:52.438000 EDT,2019-09-23 13:04:48.713000000~2019-09-23 13:05:51.899000000,dst,1816,1628846,subject,netflow,subject->netflow,netflow 142.20.56.202:51208->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51208->132.197.158.98:80,< 1.000
46503,1625259,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,142006f2-9469-45aa-b785-e1061f445ce0,1569257774046000000,2019-09-23 12:56:14.046000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1625259,subject,netflow,subject->netflow,netflow 142.20.56.202:51106->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51106->132.197.158.98:80,< 1.000
46504,1625227,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,6f555e11-e408-4211-ada3-44aed78230b3,1569257769032000000,2019-09-23 12:56:09.032000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1625227,subject,netflow,subject->netflow,netflow 142.20.56.202:51105->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51105->132.197.158.98:80,< 1.000
46505,1625134,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,2512d995-b3cf-4869-85cc-0f71e1e676d3,1569257764163000000,2019-09-23 12:56:04.163000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1625134,subject,netflow,subject->netflow,netflow 142.20.56.202:51104->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51104->132.197.158.98:80,< 1.000
46506,1625013,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,e974835e-9fec-4ae3-8f0c-523c08cef7d0,1569257758645000000,2019-09-23 12:55:58.645000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1625013,subject,netflow,subject->netflow,netflow 142.20.56.202:51103->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51103->132.197.158.98:80,< 1.000
46507,1624976,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,7a70a03d-ad70-4773-9e8e-deb1ded8eb4a,1569257753498000000,2019-09-23 12:55:53.498000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624976,subject,netflow,subject->netflow,netflow 142.20.56.202:51102->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51102->132.197.158.98:80,< 1.000
46508,1624944,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,b1648205-d2a6-4d9d-b67b-48b2b2d25076,1569257748335000000,2019-09-23 12:55:48.335000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624944,subject,netflow,subject->netflow,netflow 142.20.56.202:51101->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51101->132.197.158.98:80,< 1.000
46509,1624855,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,01fb19d8-c388-4c33-b7ed-ec58dc946ed8,1569257743189000000,2019-09-23 12:55:43.189000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624855,subject,netflow,subject->netflow,netflow 142.20.56.202:51100->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51100->132.197.158.98:80,< 1.000
46510,1624823,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,59fb22bd-83cb-4456-9370-6fbbb7f09849,1569257737994000000,2019-09-23 12:55:37.994000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624823,subject,netflow,subject->netflow,netflow 142.20.56.202:51099->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51099->132.197.158.98:80,< 1.000
46511,1624727,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,d0c57f71-7ec5-440e-a8b7-50236fd4b5ad,1569257732671000000,2019-09-23 12:55:32.671000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624727,subject,netflow,subject->netflow,netflow 142.20.56.202:51098->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51098->132.197.158.98:80,< 1.000
46512,1624717,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,de4a3311-02b4-427e-b1b8-ea273d790ddf,1569257727554000000,2019-09-23 12:55:27.554000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624717,subject,netflow,subject->netflow,netflow 142.20.56.202:51097->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51097->132.197.158.98:80,< 1.000
46513,1624677,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,c1938e95-5e18-411f-8fe8-77951ce41f0c,1569257722402000000,2019-09-23 12:55:22.402000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624677,subject,netflow,subject->netflow,netflow 142.20.56.202:51096->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51096->132.197.158.98:80,< 1.000
46514,1624623,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,156ee42b-79ea-4997-99ca-609adbd48bf3,1569257717164000000,2019-09-23 12:55:17.164000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624623,subject,netflow,subject->netflow,netflow 142.20.56.202:51095->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51095->132.197.158.98:80,< 1.000
46515,1624591,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,a3bd1503-8778-4927-af7e-fa21d0e7324b,1569257712044000000,2019-09-23 12:55:12.044000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624591,subject,netflow,subject->netflow,netflow 142.20.56.202:51094->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51094->132.197.158.98:80,< 1.000
46516,1624563,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,f2a352ad-dcd3-4f19-bb00-3203784e8750,1569257706894000000,2019-09-23 12:55:06.894000 EDT,2019-09-23 12:55:04.985000000~2019-09-23 12:56:15.393000000,dst,1816,1624563,subject,netflow,subject->netflow,netflow 142.20.56.202:51093->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51093->132.197.158.98:80,< 1.000
46517,1624501,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,8920d47f-c329-4d27-a5fa-fdb1b5d05df6,1569257701348000000,2019-09-23 12:55:01.348000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624501,subject,netflow,subject->netflow,netflow 142.20.56.202:51092->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51092->132.197.158.98:80,< 1.000
46518,1624472,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,b8044c79-abc9-497f-ac3a-9b9ce34a8086,1569257696132000000,2019-09-23 12:54:56.132000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624472,subject,netflow,subject->netflow,netflow 142.20.56.202:51091->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51091->132.197.158.98:80,< 1.000
46519,1624410,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,9a5caba0-70c3-4a46-992c-305784930780,1569257690051000000,2019-09-23 12:54:50.051000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624410,subject,netflow,subject->netflow,netflow 142.20.56.202:51090->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51090->132.197.158.98:80,< 1.000
46520,1624379,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,07182770-c6d1-4701-b008-11e31df661ba,1569257684828000000,2019-09-23 12:54:44.828000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624379,subject,netflow,subject->netflow,netflow 142.20.56.202:51089->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51089->132.197.158.98:80,< 1.000
46521,1624353,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,252872d2-9776-449c-a2f6-e7146e4b3158,1569257679649000000,2019-09-23 12:54:39.649000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624353,subject,netflow,subject->netflow,netflow 142.20.56.202:51088->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51088->132.197.158.98:80,< 1.000
46522,1624339,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,1b83f603-6969-4546-8e32-e01a2ff7deb0,1569257674503000000,2019-09-23 12:54:34.503000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624339,subject,netflow,subject->netflow,netflow 142.20.56.202:51087->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51087->132.197.158.98:80,< 1.000
46523,1624304,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,2e20b762-2420-4e13-a2f5-c37092ebebed,1569257669307000000,2019-09-23 12:54:29.307000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624304,subject,netflow,subject->netflow,netflow 142.20.56.202:51086->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51086->132.197.158.98:80,< 1.000
46524,1624294,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,505b43fa-9100-43b7-bd28-a240757f4c72,1569257664172000000,2019-09-23 12:54:24.172000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624294,subject,netflow,subject->netflow,netflow 142.20.56.202:51085->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51085->132.197.158.98:80,< 1.000
46525,1624286,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,85dfd489-36c9-448b-ad83-4560125a89c2,1569257659042000000,2019-09-23 12:54:19.042000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624286,subject,netflow,subject->netflow,netflow 142.20.56.202:51084->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51084->132.197.158.98:80,< 1.000
46526,1624274,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,665702e2-5fc9-43c9-9116-2bfdd10f9ce1,1569257653843000000,2019-09-23 12:54:13.843000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624274,subject,netflow,subject->netflow,netflow 142.20.56.202:51083->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51083->132.197.158.98:80,< 1.000
46527,1624222,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,38216310-ccb4-41a3-9004-e7c3e2caa1a3,1569257648714000000,2019-09-23 12:54:08.714000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624222,subject,netflow,subject->netflow,netflow 142.20.56.202:51081->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51081->132.197.158.98:80,< 1.000
46528,1624220,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,4e7cd2cc-5b3b-452c-81a0-13ea1c4fdbe9,1569257643593000000,2019-09-23 12:54:03.593000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624220,subject,netflow,subject->netflow,netflow 142.20.56.202:51080->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51080->132.197.158.98:80,< 1.000
46529,1624137,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,b44a6cb0-7e65-40b6-9f7b-0d0440ddff2b,1569257638409000000,2019-09-23 12:53:58.409000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,1816,1624137,subject,netflow,subject->netflow,netflow 142.20.56.202:51079->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:51079->132.197.158.98:80,< 1.000
46530,1622290,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,8272955e-7dd0-47d0-8ff7-4a2f389e5bda,1569257225285000000,2019-09-23 12:47:05.285000 EDT,2019-09-23 12:46:00.966000000~2019-09-23 12:47:06.223000000,dst,1816,1622290,subject,netflow,subject->netflow,netflow 142.20.56.202:50999->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:50999->132.197.158.98:80,< 1.000
46531,1622174,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,9bb48659-6e58-41ba-a351-ede62e4010ec,1569257220003000000,2019-09-23 12:47:00.003000 EDT,2019-09-23 12:46:00.966000000~2019-09-23 12:47:06.223000000,dst,1816,1622174,subject,netflow,subject->netflow,netflow 142.20.56.202:50998->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:50998->132.197.158.98:80,< 1.000
46532,1622100,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,d12b261c-c345-437d-951c-6ce91606dcd0,1569257214859000000,2019-09-23 12:46:54.859000 EDT,2019-09-23 12:46:00.966000000~2019-09-23 12:47:06.223000000,dst,1816,1622100,subject,netflow,subject->netflow,netflow 142.20.56.202:50997->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:50997->132.197.158.98:80,< 1.000
46533,1622044,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,5e8be36c-102f-4869-8f25-6e9f3c82b8cb,1569257209656000000,2019-09-23 12:46:49.656000 EDT,2019-09-23 12:46:00.966000000~2019-09-23 12:47:06.223000000,dst,1816,1622044,subject,netflow,subject->netflow,netflow 142.20.56.202:50996->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:50996->132.197.158.98:80,< 1.000
46534,1622032,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,aa29166e-f644-49f1-80d6-3275fadcf941,1569257204438000000,2019-09-23 12:46:44.438000 EDT,2019-09-23 12:46:00.966000000~2019-09-23 12:47:06.223000000,dst,1816,1622032,subject,netflow,subject->netflow,netflow 142.20.56.202:50995->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:50995->132.197.158.98:80,< 1.000
46535,1622016,FN_below_threshold,0.730994165,1,0,OPTC h201 attack,2,0.730994165,0.000000000,MESSAGE,10986850-aa50-48f0-9d1f-38c7e7e7da63,1569257199215000000,2019-09-23 12:46:39.215000 EDT,2019-09-23 12:46:00.966000000~2019-09-23 12:47:06.223000000,dst,1816,1622016,subject,netflow,subject->netflow,netflow 142.20.56.202:50994->132.197.158.98:80,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.56.202:50994->132.197.158.98:80,< 1.000
