rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
171,353805,TN_high_below_threshold,3.899459600,0,0,,1,3.899459600,-0.000000000,DELETE,fde404db-34a1-432e-ad35-f367f0d17b68,1569234557816000000,2019-09-23 06:29:17.816000 EDT,2019-09-23 06:21:15.473000000~2019-09-23 06:36:30.563000000,dst,56623,353805,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/sessionstore-backups/recovery.js,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/sessionstore-backups/recovery.js,3.000 to 3.999
172,88290,TN_high_below_threshold,3.899459600,0,0,,1,3.899459600,-0.000000000,DELETE,ccfa2b6a-b415-4cd2-a966-fa221cc8226a,1569344809385000000,2019-09-24 13:06:49.385000 EDT,2019-09-24 13:01:31.764000000~2019-09-24 13:16:45.683000000,dst,4221,88290,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/sessionstore-backups/recovery.js,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/sessionstore-backups/recovery.js,3.000 to 3.999
173,352759,TN_high_below_threshold,3.889898539,0,0,,1,3.889898539,0.000000000,CREATE,6f8d8d68-76e3-4a5f-b292-9462254bcab6,1569231929339000000,2019-09-23 05:45:29.339000 EDT,2019-09-23 05:35:26.993000000~2019-09-23 05:51:00.837000000,dst,56623,352759,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/sessionstore-backups,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/sessionstore-backups,3.000 to 3.999
174,121040,TN_high_below_threshold,3.889898539,0,0,,2,3.889898539,0.000000000,CREATE,790ccc99-f03a-4f1b-be8f-82970b45f83c,1569246158029000000,2019-09-23 09:42:38.029000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,121040,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/sessionstore-backups,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/sessionstore-backups,3.000 to 3.999
175,85984,TN_high_below_threshold,3.889898539,0,0,,1,3.889898539,0.000000000,CREATE,a49a0fad-0bd1-4a6f-8596-c8e323c7ad43,1569341797003000000,2019-09-24 12:16:37.003000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,85984,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/sessionstore-backups,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/sessionstore-backups,3.000 to 3.999
176,120959,TN_high_below_threshold,3.889107227,0,0,,1,3.889107227,0.000000000,CREATE,9f3bff2f-b886-4282-aff1-7709bda4e813,1569246152674000000,2019-09-23 09:42:32.674000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,120959,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/RUST_M~1.IWT/cert8.db,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/RUST_M~1.IWT/cert8.db,3.000 to 3.999
177,120932,TN_high_below_threshold,3.889107227,0,0,,5,3.889107227,0.000000000,CREATE,095fe16e-ebbf-4635-8b64-921348ffd0b6,1569246152675000000,2019-09-23 09:42:32.675000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,120932,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/cert8.db,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/cert8.db,3.000 to 3.999
178,85890,TN_high_below_threshold,3.889107227,0,0,,2,3.889107227,0.000000000,CREATE,5dbdeb02-70a6-4d4f-9659-9ba55ea8d931,1569341791162000000,2019-09-24 12:16:31.162000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,85890,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/cert8.db,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/cert8.db,3.000 to 3.999
179,85888,TN_high_below_threshold,3.889107227,0,0,,1,3.889107227,0.000000000,CREATE,464c075a-9087-44a0-97bc-278786737b15,1569341791162000000,2019-09-24 12:16:31.162000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,85888,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/RUST_M~1.W9K/cert8.db,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/RUST_M~1.W9K/cert8.db,3.000 to 3.999
180,352683,TN_high_below_threshold,3.888844728,0,0,,1,3.888844728,0.000000000,CREATE,90acfd45-f07f-49db-98cd-d60ec294e4d9,1569231919506000000,2019-09-23 05:45:19.506000 EDT,2019-09-23 05:35:26.993000000~2019-09-23 05:51:00.837000000,dst,56623,352683,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/cache2,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/cache2,3.000 to 3.999
181,121065,TN_high_below_threshold,3.888844728,0,0,,2,3.888844728,0.000000000,CREATE,b0c12312-6754-4044-ac75-8434518e2839,1569246149475000000,2019-09-23 09:42:29.475000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,121065,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/cache2,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/cache2,3.000 to 3.999
182,86041,TN_high_below_threshold,3.888844728,0,0,,1,3.888844728,0.000000000,CREATE,acd9bd3f-36c0-4155-8a0c-61393400b58e,1569341788228000000,2019-09-24 12:16:28.228000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,86041,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/cache2,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/cache2,3.000 to 3.999
183,120906,TN_high_below_threshold,3.888079405,0,0,,2,3.888079405,0.000000000,CREATE,ea7fce90-a70c-4dd0-8002-c207742edb80,1569246149126000000,2019-09-23 09:42:29.126000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,120906,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/startupCache,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/startupCache,3.000 to 3.999
184,85868,TN_high_below_threshold,3.888079405,0,0,,1,3.888079405,0.000000000,CREATE,b6a3de09-fffc-4e48-8059-4bd25e57658e,1569341787865000000,2019-09-24 12:16:27.865000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,85868,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/startupCache,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/startupCache,3.000 to 3.999
185,353191,TN_high_below_threshold,3.886627674,0,0,,1,3.886627674,0.000000000,CREATE,7670a74c-6755-4b37-a011-783e8aec4f5c,1569232673805000000,2019-09-23 05:57:53.805000 EDT,2019-09-23 05:51:00.839000000~2019-09-23 06:06:04.157000000,dst,56623,353191,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/datareporting/archived,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/datareporting/archived,3.000 to 3.999
186,86881,TN_high_below_threshold,3.886627674,0,0,,1,3.886627674,0.000000000,CREATE,0fab8eb2-0d62-4fe3-a8c6-a3d1ff35be69,1569342541205000000,2019-09-24 12:29:01.205000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,86881,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/datareporting/archived,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/datareporting/archived,3.000 to 3.999
187,352745,TN_high_below_threshold,3.885240078,0,0,,4,3.885240078,0.000000000,CREATE,d7b541e2-52ba-49a6-9f35-b874f5153a3c,1569231929217000000,2019-09-23 05:45:29.217000 EDT,2019-09-23 05:35:26.993000000~2019-09-23 05:51:00.837000000,dst,56623,352745,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/safebrowsing-updating/test-flash-simple.sbstore,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/safebrowsing-updating/test-flash-simple.sbstore,3.000 to 3.999
188,121019,TN_high_below_threshold,3.885240078,0,0,,4,3.885240078,0.000000000,CREATE,1c55b21d-fe41-47e2-9773-f3dc0c70baa7,1569246158148000000,2019-09-23 09:42:38.148000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,121019,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/safebrowsing-updating/test-flash-simple.sbstore,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/safebrowsing-updating/test-flash-simple.sbstore,3.000 to 3.999
189,85973,TN_high_below_threshold,3.885240078,0,0,,5,3.885240078,0.000000000,CREATE,3eecf7e8-6e4a-4efa-b370-62361a012069,1569341797394000000,2019-09-24 12:16:37.394000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,85973,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/safebrowsing-updating/test-flash-simple.sbstore,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/safebrowsing-updating/test-flash-simple.sbstore,3.000 to 3.999
190,120964,TN_high_below_threshold,3.885031939,0,0,,1,3.885031939,-0.000000000,CREATE,a0819ad3-f21f-4caa-bb84-7f48ab30bb99,1569246154524000000,2019-09-23 09:42:34.524000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,120964,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/mozilla-temp-files,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/mozilla-temp-files,3.000 to 3.999
191,352750,TN_high_below_threshold,3.884525299,0,0,,4,3.884525299,0.000000000,CREATE,84fc0928-ad1f-425d-9747-2fd34564e9be,1569231929028000000,2019-09-23 05:45:29.028000 EDT,2019-09-23 05:35:26.993000000~2019-09-23 05:51:00.837000000,dst,56623,352750,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/safebrowsing-updating/test-flashallow-simple.sbstore,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/safebrowsing-updating/test-flashallow-simple.sbstore,3.000 to 3.999
192,121023,TN_high_below_threshold,3.884525299,0,0,,5,3.884525299,0.000000000,CREATE,9a38376a-d059-4e78-8f00-937a6ac8f566,1569246158208000000,2019-09-23 09:42:38.208000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,121023,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/safebrowsing-updating/test-flashallow-simple.sbstore,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/safebrowsing-updating/test-flashallow-simple.sbstore,3.000 to 3.999
193,85977,TN_high_below_threshold,3.884525299,0,0,,4,3.884525299,0.000000000,CREATE,05652aeb-8f70-41e3-aef4-83f75dd0f8b9,1569341797465000000,2019-09-24 12:16:37.465000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,85977,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/safebrowsing-updating/test-flashallow-simple.sbstore,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/safebrowsing-updating/test-flashallow-simple.sbstore,3.000 to 3.999
194,120933,TN_high_below_threshold,3.884092331,0,0,,1,3.884092331,0.000000000,CREATE,f1802d74-1807-43f2-9e23-59ce5b549e40,1569246152429000000,2019-09-23 09:42:32.429000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,120933,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/RUST_M~1.IWT/secmod.db,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/RUST_M~1.IWT/secmod.db,3.000 to 3.999
195,120931,TN_high_below_threshold,3.884092331,0,0,,5,3.884092331,0.000000000,CREATE,afdce017-2b1d-48ef-9f5b-9d78f6c49cca,1569246152043000000,2019-09-23 09:42:32.043000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,120931,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/secmod.db,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/secmod.db,3.000 to 3.999
196,85887,TN_high_below_threshold,3.884092331,0,0,,1,3.884092331,0.000000000,CREATE,32eaa356-b0aa-4b1d-8318-aaed106f2ff4,1569341790897000000,2019-09-24 12:16:30.897000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,85887,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/RUST_M~1.W9K/secmod.db,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/RUST_M~1.W9K/secmod.db,3.000 to 3.999
197,85885,TN_high_below_threshold,3.884092331,0,0,,4,3.884092331,0.000000000,CREATE,aca5d05c-918c-4fa1-a9d6-6156e8a3aa2b,1569341790897000000,2019-09-24 12:16:30.897000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,85885,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/secmod.db,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/secmod.db,3.000 to 3.999
198,352774,TN_high_below_threshold,3.883748293,0,0,,3,3.883748293,0.000000000,CREATE,546f69cc-216d-44fd-8544-17c9fee4cf17,1569231980689000000,2019-09-23 05:46:20.689000 EDT,2019-09-23 05:35:26.993000000~2019-09-23 05:51:00.837000000,dst,56623,352774,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/datareporting,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/datareporting,3.000 to 3.999
199,121073,TN_high_below_threshold,3.883748293,0,0,,3,3.883748293,0.000000000,CREATE,b80bad70-8276-43e1-ba6b-b80ee5a50308,1569246210383000000,2019-09-23 09:43:30.383000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,121073,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/datareporting,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/datareporting,3.000 to 3.999
200,86050,TN_high_below_threshold,3.883748293,0,0,,3,3.883748293,0.000000000,CREATE,b8185cdb-1800-4c04-801f-167a6a729bb6,1569341848946000000,2019-09-24 12:17:28.946000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,dst,4221,86050,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/datareporting,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/datareporting,3.000 to 3.999
201,352755,TN_high_below_threshold,3.883243322,0,0,,4,3.883243322,0.000000000,CREATE,243bf7c9-9162-4f9d-836a-f1bd5f8d251c,1569231929361000000,2019-09-23 05:45:29.361000 EDT,2019-09-23 05:35:26.993000000~2019-09-23 05:51:00.837000000,dst,56623,352755,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/safebrowsing-updating/test-flashsubdoc-simple.sbstore,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/safebrowsing-updating/test-flashsubdoc-simple.sbstore,3.000 to 3.999
202,121029,TN_high_below_threshold,3.883243322,0,0,,5,3.883243322,0.000000000,CREATE,19f81b00-707c-44a5-8460-04c05dbe54c0,1569246158292000000,2019-09-23 09:42:38.292000 EDT,2019-09-23 09:39:01.361000000~2019-09-23 09:54:07.016000000,dst,12635,121029,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/safebrowsing-updating/test-flashsubdoc-simple.sbstore,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.iwTJ6JIN6BTn/safebrowsing-updating/test-flashsubdoc-simple.sbstore,3.000 to 3.999
