rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
369,2519109,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,73B18F91-70AD-54CF-BC71-E0061BA5398F,1523583649065572888,2018-04-12 21:40:49.065573 EDT,2018-04-12 21:28:56.815592636~2018-04-12 21:44:00.065570485,src,2519109,362115,file,subject,file->subject,node 2519109,node 2519109,node 362115,threshold to coverage (9.821-16.528)
370,2517773,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E7001D17-B856-5398-B7E7-863A74537502,1523583023885587158,2018-04-12 21:30:23.885587 EDT,2018-04-12 21:28:56.815592636~2018-04-12 21:44:00.065570485,src,2517773,361985,file,subject,file->subject,node 2517773,node 2517773,node 361985,threshold to coverage (9.821-16.528)
371,2517041,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E8F63CA2-67D5-503F-9AD6-552CBA0C33E5,1523582690525598208,2018-04-12 21:24:50.525598 EDT,2018-04-12 21:12:20.045610480~2018-04-12 21:28:56.765596560,src,2517041,361899,file,subject,file->subject,node 2517041,node 2517041,node 361899,threshold to coverage (9.821-16.528)
372,2515446,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,B7ED4494-E5FD-5FDD-A835-6D8506808DD6,1523581940445612357,2018-04-12 21:12:20.445612 EDT,2018-04-12 21:12:20.045610480~2018-04-12 21:28:56.765596560,src,2515446,361746,file,subject,file->subject,node 2515446,node 2515446,node 361746,threshold to coverage (9.821-16.528)
373,2514213,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,300D8EA4-F514-533F-AC72-88D1CF0A4580,1523581365105625096,2018-04-12 21:02:45.105625 EDT,2018-04-12 20:56:38.965626845~2018-04-12 21:12:20.035610321,src,2514213,361630,file,subject,file->subject,node 2514213,node 2514213,node 361630,threshold to coverage (9.821-16.528)
374,2513392,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,1B039F76-6F8D-5B58-A25C-DBD3B25C4FE0,1523580985235632742,2018-04-12 20:56:25.235633 EDT,2018-04-12 20:41:32.725651821~2018-04-12 20:56:38.955631696,src,2513392,361529,file,subject,file->subject,node 2513392,node 2513392,node 361529,threshold to coverage (9.821-16.528)
375,2511469,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,EFB83DD6-723D-5758-BBCA-5EAE3FC2EC89,1523580094455651455,2018-04-12 20:41:34.455652 EDT,2018-04-12 20:41:32.725651821~2018-04-12 20:56:38.955631696,src,2511469,361327,file,subject,file->subject,node 2511469,node 2511469,node 361327,threshold to coverage (9.821-16.528)
376,2510044,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,D1C277C1-7815-5389-A797-314F1D8D9AE3,1523579433475670326,2018-04-12 20:30:33.475670 EDT,2018-04-12 20:26:25.295673155~2018-04-12 20:41:32.615651484,src,2510044,361186,file,subject,file->subject,node 2510044,node 2510044,node 361186,threshold to coverage (9.821-16.528)
377,2508763,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,7DCC10B7-B516-5F77-B451-13B541662291,1523578839065681645,2018-04-12 20:20:39.065682 EDT,2018-04-12 20:11:17.975692385~2018-04-12 20:26:25.295673155,src,2508763,361050,file,subject,file->subject,node 2508763,node 2508763,node 361050,threshold to coverage (9.821-16.528)
378,2507020,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,A3D057F2-1B21-5C3D-B29F-0FE140D3533A,1523578019115696906,2018-04-12 20:06:59.115697 EDT,2018-04-12 19:56:04.835712147~2018-04-12 20:11:17.975692385,src,2507020,360874,file,subject,file->subject,node 2507020,node 2507020,node 360874,threshold to coverage (9.821-16.528)
379,2506350,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,1DF1CD41-CB9A-51DB-8526-D2913F79EFDF,1523577711475708302,2018-04-12 20:01:51.475708 EDT,2018-04-12 19:56:04.835712147~2018-04-12 20:11:17.975692385,src,2506350,360809,file,subject,file->subject,node 2506350,node 2506350,node 360809,threshold to coverage (9.821-16.528)
380,2505571,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,162ACAB3-AE09-5338-8A40-DA9ABEC968FC,1523577362105718302,2018-04-12 19:56:02.105718 EDT,2018-04-12 19:40:44.095733694~2018-04-12 19:56:04.835712147,src,2505571,360708,file,subject,file->subject,node 2505571,node 2505571,node 360708,threshold to coverage (9.821-16.528)
381,2504774,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,CC540DBD-D309-5938-9C4C-25056A808B2E,1523577002695720393,2018-04-12 19:50:02.695720 EDT,2018-04-12 19:40:44.095733694~2018-04-12 19:56:04.835712147,src,2504774,360624,file,subject,file->subject,node 2504774,node 2504774,node 360624,threshold to coverage (9.821-16.528)
382,2503382,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F690722B-643A-5472-AF28-3B46968CB132,1523576379505735352,2018-04-12 19:39:39.505735 EDT,2018-04-12 19:25:35.835752743~2018-04-12 19:40:43.645731983,src,2503382,360471,file,subject,file->subject,node 2503382,node 2503382,node 360471,threshold to coverage (9.821-16.528)
383,2501322,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E45F30FA-B04E-546D-B27D-5DD55C7DB0EA,1523575506245755601,2018-04-12 19:25:06.245756 EDT,2018-04-12 19:10:14.745773916~2018-04-12 19:25:07.205756759,src,2501322,360273,file,subject,file->subject,node 2501322,node 2501322,node 360273,threshold to coverage (9.821-16.528)
384,2500424,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E92D93EA-CD37-53D8-89C9-3840CBCB9FF8,1523575088385763488,2018-04-12 19:18:08.385763 EDT,2018-04-12 19:10:14.745773916~2018-04-12 19:25:07.205756759,src,2500424,360173,file,subject,file->subject,node 2500424,node 2500424,node 360173,threshold to coverage (9.821-16.528)
385,2487661,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,422A878E-98E0-518A-924F-F87B7FDD5512,1523569846065882472,2018-04-12 17:50:46.065882 EDT,2018-04-12 17:36:17.285903285~2018-04-12 17:51:42.615885511,src,2487661,358671,file,subject,file->subject,node 2487661,node 2487661,node 358671,threshold to coverage (9.821-16.528)
386,2487321,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,A939623A-A070-58E5-B642-3995F5D965B7,1523569690125890851,2018-04-12 17:48:10.125891 EDT,2018-04-12 17:36:17.285903285~2018-04-12 17:51:42.615885511,src,2487321,358641,file,subject,file->subject,node 2487321,node 2487321,node 358641,threshold to coverage (9.821-16.528)
387,2486339,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,92A77703-B00F-57EA-8A69-2B4D4B7579B9,1523569279565895364,2018-04-12 17:41:19.565895 EDT,2018-04-12 17:36:17.285903285~2018-04-12 17:51:42.615885511,src,2486339,358515,file,subject,file->subject,node 2486339,node 2486339,node 358515,threshold to coverage (9.821-16.528)
388,2486128,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,C5213914-7572-5BA6-97C0-E50BAE775AE1,1523569196975896211,2018-04-12 17:39:56.975896 EDT,2018-04-12 17:36:17.285903285~2018-04-12 17:51:42.615885511,src,2486128,358480,file,subject,file->subject,node 2486128,node 2486128,node 358480,threshold to coverage (9.821-16.528)
389,2485909,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,8925F3D2-25E1-543F-B2A1-AC9607DB0C8C,1523569100175899295,2018-04-12 17:38:20.175899 EDT,2018-04-12 17:36:17.285903285~2018-04-12 17:51:42.615885511,src,2485909,358462,file,subject,file->subject,node 2485909,node 2485909,node 358462,threshold to coverage (9.821-16.528)
390,2485807,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,BD59990D-48CC-51EE-A31C-CDB6B2E86052,1523569060205900592,2018-04-12 17:37:40.205901 EDT,2018-04-12 17:36:17.285903285~2018-04-12 17:51:42.615885511,src,2485807,358441,file,subject,file->subject,node 2485807,node 2485807,node 358441,threshold to coverage (9.821-16.528)
391,2485441,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,5A033667-89BE-53DC-B75A-20090382B50D,1523568902235902745,2018-04-12 17:35:02.235903 EDT,2018-04-12 17:21:05.365925270~2018-04-12 17:36:11.795898169,src,2485441,358410,file,subject,file->subject,node 2485441,node 2485441,node 358410,threshold to coverage (9.821-16.528)
392,2484559,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,182241E0-7165-5CDF-9B84-C16F7D62F010,1523568491555912772,2018-04-12 17:28:11.555913 EDT,2018-04-12 17:21:05.365925270~2018-04-12 17:36:11.795898169,src,2484559,358307,file,subject,file->subject,node 2484559,node 2484559,node 358307,threshold to coverage (9.821-16.528)
393,2484476,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,6004792C-E3D6-5BF2-A66A-31C037FA1628,1523568460735914471,2018-04-12 17:27:40.735914 EDT,2018-04-12 17:21:05.365925270~2018-04-12 17:36:11.795898169,src,2484476,358289,file,subject,file->subject,node 2484476,node 2484476,node 358289,threshold to coverage (9.821-16.528)
394,2484204,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,A819699C-33B2-50AE-A5FB-91440ABC3A87,1523568349025923588,2018-04-12 17:25:49.025923 EDT,2018-04-12 17:21:05.365925270~2018-04-12 17:36:11.795898169,src,2484204,358258,file,subject,file->subject,node 2484204,node 2484204,node 358258,threshold to coverage (9.821-16.528)
395,2484018,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,C023EC2B-023B-5CFA-97A5-44DC10769B5A,1523568269595915923,2018-04-12 17:24:29.595916 EDT,2018-04-12 17:21:05.365925270~2018-04-12 17:36:11.795898169,src,2484018,358235,file,subject,file->subject,node 2484018,node 2484018,node 358235,threshold to coverage (9.821-16.528)
396,2483881,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,3F2684CA-A5E8-555B-B43A-9FA1C602EDD0,1523568212575918466,2018-04-12 17:23:32.575918 EDT,2018-04-12 17:21:05.365925270~2018-04-12 17:36:11.795898169,src,2483881,358217,file,subject,file->subject,node 2483881,node 2483881,node 358217,threshold to coverage (9.821-16.528)
397,2483790,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,DA4D8C3B-59DB-527C-8140-5AA62363CCC6,1523568179095920593,2018-04-12 17:22:59.095921 EDT,2018-04-12 17:21:05.365925270~2018-04-12 17:36:11.795898169,src,2483790,358206,file,subject,file->subject,node 2483790,node 2483790,node 358206,threshold to coverage (9.821-16.528)
398,2483765,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F39C2B54-1587-5070-AB6C-52B155A0959B,1523568177505924932,2018-04-12 17:22:57.505925 EDT,2018-04-12 17:21:05.365925270~2018-04-12 17:36:11.795898169,src,2483765,358195,file,subject,file->subject,node 2483765,node 2483765,node 358195,threshold to coverage (9.821-16.528)
399,2483495,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,D16F61EC-9B76-573E-883C-BEB76EC4C300,1523568061205922336,2018-04-12 17:21:01.205922 EDT,2018-04-12 17:05:55.795941278~2018-04-12 17:21:05.365925270,src,2483495,358150,file,subject,file->subject,node 2483495,node 2483495,node 358150,threshold to coverage (9.821-16.528)
400,2483437,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,B9E8B458-9DE7-5C23-AC23-A4A5E12B416A,1523568050165920818,2018-04-12 17:20:50.165921 EDT,2018-04-12 17:05:55.795941278~2018-04-12 17:21:05.365925270,src,2483437,358134,file,subject,file->subject,node 2483437,node 2483437,node 358134,threshold to coverage (9.821-16.528)
401,2483023,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,5D7C3133-FFDE-51A4-8439-0D4B2C1B18D4,1523567901885925811,2018-04-12 17:18:21.885926 EDT,2018-04-12 17:05:55.795941278~2018-04-12 17:21:05.365925270,src,2483023,358080,file,subject,file->subject,node 2483023,node 2483023,node 358080,threshold to coverage (9.821-16.528)
402,2482756,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E7D59B7B-4C7D-5AD2-B416-546F6BF68BA1,1523567822785928415,2018-04-12 17:17:02.785928 EDT,2018-04-12 17:05:55.795941278~2018-04-12 17:21:05.365925270,src,2482756,358040,file,subject,file->subject,node 2482756,node 2482756,node 358040,threshold to coverage (9.821-16.528)
403,2482570,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F3D961F4-A3C4-5E45-A92A-9829B9BEFC8D,1523567750095927994,2018-04-12 17:15:50.095928 EDT,2018-04-12 17:05:55.795941278~2018-04-12 17:21:05.365925270,src,2482570,358021,file,subject,file->subject,node 2482570,node 2482570,node 358021,threshold to coverage (9.821-16.528)
404,2481301,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,398292F2-F916-5D38-9487-8AA8257A1885,1523567156215943506,2018-04-12 17:05:56.215944 EDT,2018-04-12 17:05:55.795941278~2018-04-12 17:21:05.365925270,src,2481301,357895,file,subject,file->subject,node 2481301,node 2481301,node 357895,threshold to coverage (9.821-16.528)
405,2478663,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,05935A25-29CF-5A9B-86D0-DD976B6E25CF,1523566112665977512,2018-04-12 16:48:32.665977 EDT,2018-04-12 16:34:30.515983014~2018-04-12 16:50:21.575959410,src,2478663,357541,file,subject,file->subject,node 2478663,node 2478663,node 357541,threshold to coverage (9.821-16.528)
406,2478363,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F63D0F00-3CF7-5C91-A8D0-2BD8DF650F7C,1523565985275969785,2018-04-12 16:46:25.275970 EDT,2018-04-12 16:34:30.515983014~2018-04-12 16:50:21.575959410,src,2478363,357510,file,subject,file->subject,node 2478363,node 2478363,node 357510,threshold to coverage (9.821-16.528)
407,2478023,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,9F3F353A-BB89-5482-ACF8-88E1A30E34ED,1523565841665973244,2018-04-12 16:44:01.665973 EDT,2018-04-12 16:34:30.515983014~2018-04-12 16:50:21.575959410,src,2478023,357477,file,subject,file->subject,node 2478023,node 2478023,node 357477,threshold to coverage (9.821-16.528)
408,2477342,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F2327A8D-A080-5B48-99D5-4B835650903F,1523565564295978701,2018-04-12 16:39:24.295979 EDT,2018-04-12 16:34:30.515983014~2018-04-12 16:50:21.575959410,src,2477342,357399,file,subject,file->subject,node 2477342,node 2477342,node 357399,threshold to coverage (9.821-16.528)
409,2477077,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,49D176AF-E753-5C30-8294-21B0C7D30391,1523565455395980319,2018-04-12 16:37:35.395980 EDT,2018-04-12 16:34:30.515983014~2018-04-12 16:50:21.575959410,src,2477077,357367,file,subject,file->subject,node 2477077,node 2477077,node 357367,threshold to coverage (9.821-16.528)
410,2476718,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F443CA25-4BBE-5A73-A8D7-E9B36D74468A,1523565303215983569,2018-04-12 16:35:03.215984 EDT,2018-04-12 16:34:30.515983014~2018-04-12 16:50:21.575959410,src,2476718,357319,file,subject,file->subject,node 2476718,node 2476718,node 357319,threshold to coverage (9.821-16.528)
411,2475740,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,BB8DB65F-E393-52AE-B72B-4AC51680F9E6,1523564843005994513,2018-04-12 16:27:23.005995 EDT,2018-04-12 16:18:45.386004266~2018-04-12 16:34:30.515983014,src,2475740,357213,file,subject,file->subject,node 2475740,node 2475740,node 357213,threshold to coverage (9.821-16.528)
412,2474969,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,397DC393-3DCF-5F27-BA52-404F2302C199,1523564526015998616,2018-04-12 16:22:06.015999 EDT,2018-04-12 16:18:45.386004266~2018-04-12 16:34:30.515983014,src,2474969,357131,file,subject,file->subject,node 2474969,node 2474969,node 357131,threshold to coverage (9.821-16.528)
413,2474514,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,A20B902E-DDE3-5D81-8434-B39818308FAE,1523564325296007578,2018-04-12 16:18:45.296008 EDT,2018-04-12 16:03:15.326027419~2018-04-12 16:18:45.386004266,src,2474514,357076,file,subject,file->subject,node 2474514,node 2474514,node 357076,threshold to coverage (9.821-16.528)
414,2474157,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,FFBD0319-BB23-53A7-9DEB-254F8AFC7D07,1523564160726009452,2018-04-12 16:16:00.726009 EDT,2018-04-12 16:03:15.326027419~2018-04-12 16:18:45.386004266,src,2474157,357037,file,subject,file->subject,node 2474157,node 2474157,node 357037,threshold to coverage (9.821-16.528)
415,2473172,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,5D39CC3C-593E-5EF0-B6DE-ABEB5129D35B,1523563710446024594,2018-04-12 16:08:30.446025 EDT,2018-04-12 16:03:15.326027419~2018-04-12 16:18:45.386004266,src,2473172,356932,file,subject,file->subject,node 2473172,node 2473172,node 356932,threshold to coverage (9.821-16.528)
416,2473025,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,7E5F11EB-D477-50D1-B07A-0D815A0D5FAB,1523563648596020713,2018-04-12 16:07:28.596021 EDT,2018-04-12 16:03:15.326027419~2018-04-12 16:18:45.386004266,src,2473025,356914,file,subject,file->subject,node 2473025,node 2473025,node 356914,threshold to coverage (9.821-16.528)
417,2470116,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,7EC68697-5571-550F-97D5-CED6A20D0798,1523562395926054580,2018-04-12 15:46:35.926054 EDT,2018-04-12 15:31:59.376067744~2018-04-12 15:48:07.286045646,src,2470116,356582,file,subject,file->subject,node 2470116,node 2470116,node 356582,threshold to coverage (9.821-16.528)
418,2469128,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,A9A4B5B4-433D-5C9B-A42C-EF71FE00FDFB,1523561943016059198,2018-04-12 15:39:03.016059 EDT,2018-04-12 15:31:59.376067744~2018-04-12 15:48:07.286045646,src,2469128,356482,file,subject,file->subject,node 2469128,node 2469128,node 356482,threshold to coverage (9.821-16.528)
419,2467697,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,A8FFC022-9D30-5DD9-82A4-6C26CB7E1EC2,1523561269506074960,2018-04-12 15:27:49.506075 EDT,2018-04-12 15:15:51.476090929~2018-04-12 15:31:59.306066168,src,2467697,356333,file,subject,file->subject,node 2467697,node 2467697,node 356333,threshold to coverage (9.821-16.528)
420,2466332,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,C28BD41A-D379-550F-AB96-9FD74CADB545,1523560628826087584,2018-04-12 15:17:08.826087 EDT,2018-04-12 15:15:51.476090929~2018-04-12 15:31:59.306066168,src,2466332,356207,file,subject,file->subject,node 2466332,node 2466332,node 356207,threshold to coverage (9.821-16.528)
421,2447850,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E938E05C-E449-53A8-BF6C-48229B08CC92,1523558064456144075,2018-04-12 14:34:24.456144 EDT,2018-04-12 14:28:28.046151550~2018-04-12 14:44:35.716129239,src,2447850,355589,file,subject,file->subject,node 2447850,node 2447850,node 355589,threshold to coverage (9.821-16.528)
422,2447586,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,C363C834-9A7F-5FB2-9566-293EEE7773A9,1523557984376161370,2018-04-12 14:33:04.376161 EDT,2018-04-12 14:28:28.046151550~2018-04-12 14:44:35.716129239,src,2447586,355551,file,subject,file->subject,node 2447586,node 2447586,node 355551,threshold to coverage (9.821-16.528)
423,2447350,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E52B050A-E6C2-578E-B58C-AA2371F02D3D,1523557881606148071,2018-04-12 14:31:21.606148 EDT,2018-04-12 14:28:28.046151550~2018-04-12 14:44:35.716129239,src,2447350,355506,file,subject,file->subject,node 2447350,node 2447350,node 355506,threshold to coverage (9.821-16.528)
424,2445716,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,7D5ABD75-2120-57E0-B7E9-910F5DC6127F,1523557217826163519,2018-04-12 14:20:17.826164 EDT,2018-04-12 14:12:42.266175773~2018-04-12 14:28:28.046151550,src,2445716,355321,file,subject,file->subject,node 2445716,node 2445716,node 355321,threshold to coverage (9.821-16.528)
425,2445346,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,DB688A8E-A4EA-500F-B2C7-23F640CCE08B,1523557050726167157,2018-04-12 14:17:30.726167 EDT,2018-04-12 14:12:42.266175773~2018-04-12 14:28:28.046151550,src,2445346,355280,file,subject,file->subject,node 2445346,node 2445346,node 355280,threshold to coverage (9.821-16.528)
426,2445116,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,94719A47-6125-5439-849F-8A9F24AFD155,1523556958056170522,2018-04-12 14:15:58.056170 EDT,2018-04-12 14:12:42.266175773~2018-04-12 14:28:28.046151550,src,2445116,355252,file,subject,file->subject,node 2445116,node 2445116,node 355252,threshold to coverage (9.821-16.528)
427,2444952,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,6C2DD7F6-6804-58AE-9220-87BA29B79808,1523556892166170623,2018-04-12 14:14:52.166171 EDT,2018-04-12 14:12:42.266175773~2018-04-12 14:28:28.046151550,src,2444952,355230,file,subject,file->subject,node 2444952,node 2444952,node 355230,threshold to coverage (9.821-16.528)
428,2441317,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,C12194E1-FAC5-5D3B-8470-E7CA906425A3,1523555532346200288,2018-04-12 13:52:12.346200 EDT,2018-04-12 13:42:03.776223811~2018-04-12 13:57:11.476196533,src,2441317,354744,file,subject,file->subject,node 2441317,node 2441317,node 354744,threshold to coverage (9.821-16.528)
429,2440831,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,3E4892E4-8064-5EBE-9103-2AB807A16711,1523555312076207664,2018-04-12 13:48:32.076208 EDT,2018-04-12 13:42:03.776223811~2018-04-12 13:57:11.476196533,src,2440831,354694,file,subject,file->subject,node 2440831,node 2440831,node 354694,threshold to coverage (9.821-16.528)
430,2440527,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,DAF0A671-7F56-54E9-952B-D123741334C0,1523555177766213715,2018-04-12 13:46:17.766214 EDT,2018-04-12 13:42:03.776223811~2018-04-12 13:57:11.476196533,src,2440527,354659,file,subject,file->subject,node 2440527,node 2440527,node 354659,threshold to coverage (9.821-16.528)
431,2440014,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,337CDD3F-D145-5C1C-A5EF-82C5A967E8B0,1523554945636214438,2018-04-12 13:42:25.636214 EDT,2018-04-12 13:42:03.776223811~2018-04-12 13:57:11.476196533,src,2440014,354597,file,subject,file->subject,node 2440014,node 2440014,node 354597,threshold to coverage (9.821-16.528)
432,2437522,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,BD0A73EE-B9D3-5CAB-8E9C-10285F7D02CB,1523554012426235987,2018-04-12 13:26:52.426236 EDT,2018-04-12 13:11:49.036255211~2018-04-12 13:26:55.976234600,src,2437522,354242,file,subject,file->subject,node 2437522,node 2437522,node 354242,threshold to coverage (9.821-16.528)
433,2436730,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,2502F97F-E189-5347-9029-950FB6CD0EB8,1523553653316251824,2018-04-12 13:20:53.316252 EDT,2018-04-12 13:11:49.036255211~2018-04-12 13:26:55.976234600,src,2436730,354166,file,subject,file->subject,node 2436730,node 2436730,node 354166,threshold to coverage (9.821-16.528)
434,2435942,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,4D9F0FCC-00F2-5650-86F9-01294FDF6C10,1523553295606254036,2018-04-12 13:14:55.606254 EDT,2018-04-12 13:11:49.036255211~2018-04-12 13:26:55.976234600,src,2435942,354083,file,subject,file->subject,node 2435942,node 2435942,node 354083,threshold to coverage (9.821-16.528)
435,2435147,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,2C0CB115-E370-5A0D-B136-63739A2F2227,1523552925446258181,2018-04-12 13:08:45.446258 EDT,2018-04-12 12:56:38.676274949~2018-04-12 13:11:49.026256450,src,2435147,353991,file,subject,file->subject,node 2435147,node 2435147,node 353991,threshold to coverage (9.821-16.528)
436,2434812,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,C6AF54DC-A34D-5A4F-8E4E-6217D6E33D89,1523552771416262432,2018-04-12 13:06:11.416262 EDT,2018-04-12 12:56:38.676274949~2018-04-12 13:11:49.026256450,src,2434812,353959,file,subject,file->subject,node 2434812,node 2434812,node 353959,threshold to coverage (9.821-16.528)
437,2434005,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,12F773E7-AF6D-5E34-A122-0EBA42020C50,1523552465416269538,2018-04-12 13:01:05.416270 EDT,2018-04-12 12:56:38.676274949~2018-04-12 13:11:49.026256450,src,2434005,353868,file,subject,file->subject,node 2434005,node 2434005,node 353868,threshold to coverage (9.821-16.528)
438,2432283,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,7AADCB48-733E-59BE-A15F-0214E990638B,1523551668326292126,2018-04-12 12:47:48.326292 EDT,2018-04-12 12:40:57.746298690~2018-04-12 12:56:28.806277536,src,2432283,353687,file,subject,file->subject,node 2432283,node 2432283,node 353687,threshold to coverage (9.821-16.528)
439,2431382,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,150C5669-6F39-51B9-AC1B-526AC5D5D832,1523551257966296598,2018-04-12 12:40:57.966297 EDT,2018-04-12 12:40:57.746298690~2018-04-12 12:56:28.806277536,src,2431382,353585,file,subject,file->subject,node 2431382,node 2431382,node 353585,threshold to coverage (9.821-16.528)
