rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
143,107769,TN_high_below_threshold,8.625043869,0,0,,1,8.625043869,0.000000000,DELETE,d0490143-a9f7-4741-a97b-edc3382fec65,1569257391666000000,2019-09-23 12:49:51.666000 EDT,2019-09-23 12:49:38.908000000~2019-09-23 12:50:53.223000000,dst,4191,107769,subject,file,subject->file,file: /Device/HarddiskVolume1/users/dcoombes/appdata/local/temp/tmphjsttg/user.js,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Python27/python.exe ""c:/ncr/mantra/runtime/Scripts/mantra-script.py"" ""-d"" ""c:/ncr/mantra"" ""--random_startup"" ""0""",file: /Device/HarddiskVolume1/users/dcoombes/appdata/local/temp/tmphjsttg/user.js,6.000 to coverage score (16.262)
144,114282,TN_high_below_threshold,8.601826668,0,0,,3,8.601826668,0.000000000,CREATE,1871f5fb-f36a-4bb4-bff2-46dadedf8815,1569267594756000000,2019-09-23 15:39:54.756000 EDT,2019-09-23 15:39:37.264000000~2019-09-23 15:40:27.823000000,dst,26,114282,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.SkypeApp_kzf8qxf38zg5c/LocalState/DiagOutputDir/SkypeHost-11.8.204.0-001.etl,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Program Files/WindowsApps/Microsoft.SkypeApp_11.8.204.0_x64__kzf8qxf38zg5c/SkypeHost.exe"" -ServerName:SkypeHost.ServerServer",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.SkypeApp_kzf8qxf38zg5c/LocalState/DiagOutputDir/SkypeHost-11.8.204.0-001.etl,6.000 to coverage score (16.262)
145,295869,TN_high_below_threshold,8.520840645,0,0,,9,8.520840645,0.000000000,CREATE,6f8b2122-a556-4ecf-b141-f7d9b6c73540,1569240063008000000,2019-09-23 08:01:03.008000 EDT,2019-09-23 08:00:58.884000000~2019-09-23 08:01:34.771000000,dst,2,295869,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,6.000 to coverage score (16.262)
146,285900,TN_high_below_threshold,8.520840645,0,0,,5,8.520840645,0.000000000,CREATE,aa645dec-3dad-4879-9e0c-9262ab4c370d,1569228543486000000,2019-09-23 04:49:03.486000 EDT,2019-09-23 04:49:02.225000000~2019-09-23 04:49:37.022000000,dst,2,285900,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,6.000 to coverage score (16.262)
147,111666,TN_high_below_threshold,8.520840645,0,0,,6,8.520840645,0.000000000,CREATE,ef0360c7-b2fe-4a35-bb57-4c2b976752e0,1569263846065000000,2019-09-23 14:37:26.065000 EDT,2019-09-23 14:37:20.792000000~2019-09-23 14:37:56.309000000,dst,2,111666,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,6.000 to coverage score (16.262)
148,72696,TN_high_below_threshold,8.520840645,0,0,,6,8.520840645,0.000000000,CREATE,c666bc7f-860a-4618-87ab-ca5c090cfe70,1569345280637000000,2019-09-24 13:14:40.637000 EDT,2019-09-24 13:14:33.068000000~2019-09-24 13:15:03.336000000,dst,3662,72696,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,6.000 to coverage score (16.262)
149,276324,TN_high_below_threshold,8.520839691,0,0,,8,8.520839691,0.000000000,CREATE,0deee3b3-ce60-48b8-9296-04674c8a88bd,1569216311068000000,2019-09-23 01:25:11.068000 EDT,2019-09-23 01:25:05.015000000~2019-09-23 01:25:35.507000000,dst,2,276324,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,6.000 to coverage score (16.262)
150,113506,TN_high_below_threshold,8.452625275,0,0,,2,8.452625275,0.000000000,RENAME,32e8a965-2aba-4654-b253-e8e45c5f3027,1569264749876000000,2019-09-23 14:52:29.876000 EDT,2019-09-23 14:52:22.002000000~2019-09-23 14:53:12.899000000,dst,10,113506,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/onesettings_waas_featuremanagement/eventbeacons.dat,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/onesettings_waas_featuremanagement/eventbeacons.dat,6.000 to coverage score (16.262)
151,113486,TN_high_below_threshold,8.423251152,0,0,,2,8.423251152,0.000000000,RENAME,bc2552b2-5f8f-462f-a662-3bca3e96b357,1569264749895000000,2019-09-23 14:52:29.895000 EDT,2019-09-23 14:52:22.002000000~2019-09-23 14:53:12.899000000,dst,10,113486,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/243289/imprbeacons.dat,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/243289/imprbeacons.dat,6.000 to coverage score (16.262)
152,113488,TN_high_below_threshold,8.368649483,0,0,,2,8.368649483,0.000000000,RENAME,95c7f578-b3f1-49bb-b66c-ba31a90b1b50,1569264749089000000,2019-09-23 14:52:29.089000 EDT,2019-09-23 14:52:22.002000000~2019-09-23 14:53:12.899000000,dst,10,113488,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/279978/imprbeacons.dat,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/279978/imprbeacons.dat,6.000 to coverage score (16.262)
153,9145,TN_high_below_threshold,8.293883324,0,0,,342,8.293883324,0.000000000,CREATE,037d374d-527f-4e9b-869d-772b367ebca9,1569417519536000000,2019-09-25 09:18:39.536000 EDT,2019-09-25 09:18:27.116000000~2019-09-25 09:18:57.818000000,dst,9143,9145,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Windows/system32/services.exe,subject: LogonUI.exe | wininit.exe,subject: /Device/HarddiskVolume1/Windows/system32/services.exe,6.000 to coverage score (16.262)
154,94613,TN_high_below_threshold,8.261112213,0,0,,6,8.261112213,0.000000000,CREATE,9bfbf0b1-fdf9-47ec-936d-ecc489a31fe9,1569433504795000000,2019-09-25 13:45:04.795000 EDT,2019-09-25 13:44:31.251000000~2019-09-25 13:45:05.409000000,dst,10461,94613,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Microsoft/Windows Live/Bici/_00.sqm,"subject: rundll32.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" /thfirstsetup",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Microsoft/Windows Live/Bici/_00.sqm,6.000 to coverage score (16.262)
155,10461,TN_high_below_threshold,8.261112213,0,0,,42,8.261112213,0.000000000,CREATE,9bfbf0b1-fdf9-47ec-936d-ecc489a31fe9,1569433504795000000,2019-09-25 13:45:04.795000 EDT,2019-09-25 13:44:31.251000000~2019-09-25 13:45:05.409000000,src,10461,94613,subject,file,subject->file,"subject: rundll32.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" /thfirstsetup","subject: rundll32.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" /thfirstsetup",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Microsoft/Windows Live/Bici/_00.sqm,6.000 to coverage score (16.262)
156,3702,TN_high_below_threshold,8.252549171,0,0,,2682,8.252549171,0.000000000,CREATE,7c772f9e-f8e7-486f-91be-7a4bf86d2632,1569334211864000000,2019-09-24 10:10:11.864000 EDT,2019-09-24 10:08:26.038000000~2019-09-24 10:10:14.791000000,dst,3701,3702,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Windows/system32/lsass.exe,subject: LogonUI.exe | wininit.exe,subject: /Device/HarddiskVolume1/Windows/system32/lsass.exe,6.000 to coverage score (16.262)
157,9144,FN_below_threshold,8.252548218,1,0,OPTC h051 attack,916,8.252548218,0.000000000,CREATE,f8f6cf09-182c-4645-9c53-6e5ed6ccab6f,1569417519556000000,2019-09-25 09:18:39.556000 EDT,2019-09-25 09:18:27.116000000~2019-09-25 09:18:57.818000000,dst,9143,9144,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Windows/system32/lsass.exe,subject: LogonUI.exe | wininit.exe,subject: /Device/HarddiskVolume1/Windows/system32/lsass.exe,6.000 to coverage score (16.262)
158,94614,TN_high_below_threshold,8.231832504,0,0,,7,8.231832504,0.000000000,CREATE,691ff5b8-97d5-46f4-97fe-7f9a5d90c61a,1569433504797000000,2019-09-25 13:45:04.797000 EDT,2019-09-25 13:44:31.251000000~2019-09-25 13:45:05.409000000,dst,10461,94614,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Microsoft/Windows Live/Bici/EmptyOptIn.sqm,"subject: rundll32.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" /thfirstsetup",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Microsoft/Windows Live/Bici/EmptyOptIn.sqm,6.000 to coverage score (16.262)
159,113196,TN_high_below_threshold,8.230600357,0,0,,3,8.230600357,0.000000000,RENAME,1407100b-3c6c-4fce-84ab-27303993ec67,1569264749899000000,2019-09-23 14:52:29.899000 EDT,2019-09-23 14:52:22.002000000~2019-09-23 14:53:12.899000000,dst,10,113196,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/296333/eventbeacons.dat,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/296333/eventbeacons.dat,6.000 to coverage score (16.262)
160,112999,TN_high_below_threshold,8.191237450,0,0,,3,8.191237450,0.000000000,RENAME,c98f4050-80c0-47f8-b3b2-7c90bd9b7d3e,1569264749905000000,2019-09-23 14:52:29.905000 EDT,2019-09-23 14:52:22.002000000~2019-09-23 14:53:12.899000000,dst,10,112999,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/279986/imprbeacons.dat,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy/LocalState/ContentManagementSDK/Creatives/279986/imprbeacons.dat,6.000 to coverage score (16.262)
161,96189,TN_high_below_threshold,8.175923347,0,0,,4,8.175923347,0.000000000,CREATE,35f687c6-0136-4a81-a15e-38cc43216996,1569434424942000000,2019-09-25 14:00:24.942000 EDT,2019-09-25 14:00:07.347000000~2019-09-25 14:00:39.068000000,dst,9139,96189,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/ShutdownCKCL.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/ShutdownCKCL.etl,6.000 to coverage score (16.262)
162,81351,TN_high_below_threshold,8.173452377,0,0,,5,8.173452377,0.000000000,RENAME,def97587-1ce5-4bcf-be07-b8a305fcac0d,1569355473847000000,2019-09-24 16:04:33.847000 EDT,2019-09-24 16:04:03.007000000~2019-09-24 16:04:59.279000000,dst,5851,81351,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/ppt4B65.tmp,subject: gpupdate.exe,file: /Device/HarddiskVolume1/documents/ppt4B65.tmp,6.000 to coverage score (16.262)
163,5851,TN_high_below_threshold,8.173452377,0,0,,100,8.173452377,0.000000000,RENAME,def97587-1ce5-4bcf-be07-b8a305fcac0d,1569355473847000000,2019-09-24 16:04:33.847000 EDT,2019-09-24 16:04:03.007000000~2019-09-24 16:04:59.279000000,src,5851,81351,subject,file,subject->file,subject: gpupdate.exe,subject: gpupdate.exe,file: /Device/HarddiskVolume1/documents/ppt4B65.tmp,6.000 to coverage score (16.262)
164,87007,TN_high_below_threshold,8.131016731,0,0,,8,8.131016731,0.000000000,CREATE,9919a470-88a7-479d-8120-5b1015c311eb,1569417673162000000,2019-09-25 09:21:13.162000 EDT,2019-09-25 09:21:09.768000000~2019-09-25 09:21:58.066000000,dst,9139,87007,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/LwtNetLog.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/LwtNetLog.etl,6.000 to coverage score (16.262)
165,57811,TN_high_below_threshold,8.131015778,0,0,,4,8.131015778,0.000000000,CREATE,77f74c3c-42e2-439f-9219-65141bfcc5ab,1569334710073000000,2019-09-24 10:18:30.073000 EDT,2019-09-24 10:18:07.087000000~2019-09-24 10:18:42.167000000,dst,3662,57811,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/LwtNetLog.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/LwtNetLog.etl,6.000 to coverage score (16.262)
166,96400,TN_high_below_threshold,8.127237320,0,0,,1,8.127237320,0.000000000,CREATE,f87369f9-1ec0-4b49-a2da-882f5e5057a1,1569435691491000000,2019-09-25 14:21:31.491000 EDT,2019-09-25 14:20:22.584000000~2019-09-25 14:21:41.036000000,dst,3662,96400,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,6.000 to coverage score (16.262)
167,84652,TN_high_below_threshold,8.127237320,0,0,,1,8.127237320,0.000000000,CREATE,cd3073c8-ea91-4210-aae0-c56d4c9bd97b,1569417519556000000,2019-09-25 09:18:39.556000 EDT,2019-09-25 09:18:27.116000000~2019-09-25 09:18:57.818000000,dst,3662,84652,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,6.000 to coverage score (16.262)
168,53716,TN_high_below_threshold,8.127237320,0,0,,1,8.127237320,0.000000000,CREATE,1b4ddaee-d774-4bee-8583-26cafa0b4098,1569334211849000000,2019-09-24 10:10:11.849000 EDT,2019-09-24 10:08:26.038000000~2019-09-24 10:10:14.791000000,dst,2,53716,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,6.000 to coverage score (16.262)
169,100951,TN_high_below_threshold,8.124270439,0,0,,8,8.124270439,0.000000000,MODIFY,6d6f0787-6039-4e34-8005-33197bc0e94e,1569249178379000000,2019-09-23 10:32:58.379000 EDT,2019-09-23 10:32:43.527000000~2019-09-23 10:33:34.613000000,dst,11306,100951,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/Content.Word/~WRF{9FAD85C6-EBF1-4E79-8E91-D29619EFC1B7}.tmp,"subject: /Device/HarddiskVolume1/Windows/SYSTEM32/cmd.exe | C:/Windows/SYSTEM32/cmd.exe /c ""C:/ncr/DeleteArchiveSecurity.bat""",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/Content.Word/~WRF{9FAD85C6-EBF1-4E79-8E91-D29619EFC1B7}.tmp,6.000 to coverage score (16.262)
170,100949,TN_high_below_threshold,8.116333008,0,0,,11,8.116333008,0.000000000,DELETE,7b926a7e-e852-45d8-bb9f-ffb9c6dbce54,1569249177593000000,2019-09-23 10:32:57.593000 EDT,2019-09-23 10:32:43.527000000~2019-09-23 10:33:34.613000000,dst,11306,100949,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/Content.Word/~WRS{340F2F55-0712-4A08-955D-A27B8683B648}.tmp,"subject: /Device/HarddiskVolume1/Windows/SYSTEM32/cmd.exe | C:/Windows/SYSTEM32/cmd.exe /c ""C:/ncr/DeleteArchiveSecurity.bat""",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/Content.Word/~WRS{340F2F55-0712-4A08-955D-A27B8683B648}.tmp,6.000 to coverage score (16.262)
171,54161,TN_high_below_threshold,8.114090919,0,0,,1,8.114090919,0.000000000,DELETE,d51091da-70b7-4326-9355-09659b4bb660,1569334266269000000,2019-09-24 10:11:06.269000 EDT,2019-09-24 10:10:51.102000000~2019-09-24 10:11:23.566000000,dst,3740,54161,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/setup/logs/Update_2019-09-21_175213_1668-1294.log,"subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe | ""C:/Windows/system32/SearchProtocolHost.exe"" Global/UsGthrFltPipeMssGthrPipe191_ Global/UsGthrCtrlFltPipeMssGthrPipe191 1 -2147483646 ""Software/Microsoft/Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:/ProgramData/Microsoft/Search/Data/Temp/usgthrsvc"" ""DownLevelDaemon"" ",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/setup/logs/Update_2019-09-21_175213_1668-1294.log,6.000 to coverage score (16.262)
172,92660,TN_high_below_threshold,8.102997780,0,0,,4,8.102997780,0.000000000,CREATE,7ef4d433-a49b-4a7d-910d-2a868d447fe9,1569433345753000000,2019-09-25 13:42:25.753000 EDT,2019-09-25 13:42:01.271000000~2019-09-25 13:42:35.643000000,dst,9139,92660,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/Wifi.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/Wifi.etl,6.000 to coverage score (16.262)
173,83751,TN_high_below_threshold,8.027835846,0,0,,1,8.027835846,0.000000000,DELETE,e68767f6-1f2b-4b88-94f9-bde5272ed0bc,1569388500309000000,2019-09-25 01:15:00.309000 EDT,2019-09-25 01:14:58.761000000~2019-09-25 01:15:40.662000000,dst,5189,83751,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/IE,subject: taskhostw.exe | taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/IE,6.000 to coverage score (16.262)
174,5189,TN_high_below_threshold,8.027835846,0,0,,257,8.027835846,0.000000000,DELETE,e68767f6-1f2b-4b88-94f9-bde5272ed0bc,1569388500309000000,2019-09-25 01:15:00.309000 EDT,2019-09-25 01:14:58.761000000~2019-09-25 01:15:40.662000000,src,5189,83751,subject,file,subject->file,subject: taskhostw.exe | taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},subject: taskhostw.exe | taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/IE,6.000 to coverage score (16.262)
175,51740,TN_high_below_threshold,7.970245361,0,0,,110,7.970245361,0.000000000,CREATE,3ea054eb-793d-431a-927a-2c0fd52f7565,1569334212003000000,2019-09-24 10:10:12.003000 EDT,2019-09-24 10:08:26.038000000~2019-09-24 10:10:14.791000000,dst,3662,51740,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsDiagProv.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsDiagProv.etl,6.000 to coverage score (16.262)
176,82419,TN_high_below_threshold,7.970244884,0,0,,168,7.970244884,0.000000000,CREATE,1c266f1c-f7ba-4fac-93e1-5d9109ba99ac,1569435691553000000,2019-09-25 14:21:31.553000 EDT,2019-09-25 14:20:22.584000000~2019-09-25 14:21:41.036000000,dst,10641,82419,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsDiagProv.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsDiagProv.etl,6.000 to coverage score (16.262)
177,96402,TN_high_below_threshold,7.942182064,0,0,,3,7.942182064,0.000000000,CREATE,2f86e544-fb2e-46cb-921e-1999ed1abf7c,1569435691494000000,2019-09-25 14:21:31.494000 EDT,2019-09-25 14:20:22.584000000~2019-09-25 14:21:41.036000000,dst,10641,96402,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMSNT_SystemTrace.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMSNT_SystemTrace.etl,6.000 to coverage score (16.262)
178,84653,TN_high_below_threshold,7.942182064,0,0,,1,7.942182064,0.000000000,CREATE,8b4fe8f7-4fd0-47f8-8a21-61a3f4abc153,1569417519565000000,2019-09-25 09:18:39.565000 EDT,2019-09-25 09:18:27.116000000~2019-09-25 09:18:57.818000000,dst,3662,84653,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMSNT_SystemTrace.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMSNT_SystemTrace.etl,6.000 to coverage score (16.262)
179,53717,TN_high_below_threshold,7.942182064,0,0,,1,7.942182064,0.000000000,CREATE,0a83fa5e-f49c-4d16-b869-6b16be9725ac,1569334211087000000,2019-09-24 10:10:11.087000 EDT,2019-09-24 10:08:26.038000000~2019-09-24 10:10:14.791000000,dst,3662,53717,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMSNT_SystemTrace.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMSNT_SystemTrace.etl,6.000 to coverage score (16.262)
180,93092,TN_high_below_threshold,7.924720764,0,0,,2,7.924720764,0.000000000,RENAME,a0fe516b-3cd4-4de1-a496-19e4aa90b3a6,1569433371313000000,2019-09-25 13:42:51.313000 EDT,2019-09-25 13:42:35.654000000~2019-09-25 13:43:29.066000000,dst,10376,93092,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Google/Chrome/User Data/Default/Extension Rules/000001.dbtmp,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Program Files (x86)/Google/Chrome/Application/chrome.exe""",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Google/Chrome/User Data/Default/Extension Rules/000001.dbtmp,6.000 to coverage score (16.262)
181,94347,TN_high_below_threshold,7.870563984,0,0,,2,7.870563984,0.000000000,RENAME,f1b85d04-05f8-445f-b614-c0f5148d990e,1569433460481000000,2019-09-25 13:44:20.481000 EDT,2019-09-25 13:43:59.873000000~2019-09-25 13:44:31.251000000,dst,10376,94347,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Google/Chrome/User Data/Default/Session Storage/000001.dbtmp,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Program Files (x86)/Google/Chrome/Application/chrome.exe""",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Google/Chrome/User Data/Default/Session Storage/000001.dbtmp,6.000 to coverage score (16.262)
182,54118,TN_high_below_threshold,7.865767956,0,0,,1,7.865767956,0.000000000,DELETE,325aa162-5c1b-417d-b48a-52c46dcfabaf,1569334263677000000,2019-09-24 10:11:03.677000 EDT,2019-09-24 10:10:51.102000000~2019-09-24 10:11:23.566000000,dst,3740,54118,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/logs/Personal/TraceArchive.6816.0313-42.etl,"subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe | ""C:/Windows/system32/SearchProtocolHost.exe"" Global/UsGthrFltPipeMssGthrPipe191_ Global/UsGthrCtrlFltPipeMssGthrPipe191 1 -2147483646 ""Software/Microsoft/Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:/ProgramData/Microsoft/Search/Data/Temp/usgthrsvc"" ""DownLevelDaemon"" ",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/logs/Personal/TraceArchive.6816.0313-42.etl,6.000 to coverage score (16.262)
183,54016,TN_high_below_threshold,7.865767956,0,0,,1,7.865767956,0.000000000,DELETE,1bd5fdd8-5ec0-4769-b64b-fdb8f690a9a3,1569334258552000000,2019-09-24 10:10:58.552000 EDT,2019-09-24 10:10:51.102000000~2019-09-24 10:11:23.566000000,dst,3740,54016,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/logs/Personal/SyncEngine-2019-9-22.1054.3432.1.odl,"subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe | ""C:/Windows/system32/SearchProtocolHost.exe"" Global/UsGthrFltPipeMssGthrPipe191_ Global/UsGthrCtrlFltPipeMssGthrPipe191 1 -2147483646 ""Software/Microsoft/Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:/ProgramData/Microsoft/Search/Data/Temp/usgthrsvc"" ""DownLevelDaemon"" ",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/logs/Personal/SyncEngine-2019-9-22.1054.3432.1.odl,6.000 to coverage score (16.262)
