model_label,score_epoch,rank,node_id,node_group,node_group_label,score,label,pred_above_threshold,saved_pred,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,short_endpoint_pair
Leaky selected,0,396,228324,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,539,4.498676300,0.000000000,EVENT_EXECUTE,B2C86EED-AC10-2515-AB3B-6B0300000010,1523642383838660786,2018-04-13 13:59:43.838661 EDT,2018-04-13 13:55:40.174492275~2018-04-13 14:00:40.433704496,dst,643874,228324,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,397,228283,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,537,4.498676300,0.000000000,EVENT_EXECUTE,3A1ECA30-9410-2515-D09E-6A0300000010,1523642277594537530,2018-04-13 13:57:57.594537 EDT,2018-04-13 13:55:40.174492275~2018-04-13 14:00:40.433704496,dst,643874,228283,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,398,226782,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,537,4.498676300,0.000000000,EVENT_EXECUTE,261B3CDF-780F-2515-ED3F-660300000010,1523641060750531366,2018-04-13 13:37:40.750531 EDT,2018-04-13 13:33:52.590420632~2018-04-13 13:39:06.884507355,dst,643874,226782,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,399,226742,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,536,4.498676300,0.000000000,EVENT_EXECUTE,FB120FE4-600F-2515-25B1-650300000010,1523640957752251131,2018-04-13 13:35:57.752251 EDT,2018-04-13 13:33:52.590420632~2018-04-13 13:39:06.884507355,dst,643874,226742,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,400,226665,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,537,4.498676300,0.000000000,EVENT_EXECUTE,561A0BA4-280F-2515-EB59-640300000010,1523640716160080470,2018-04-13 13:31:56.160080 EDT,2018-04-13 13:28:44.099404983~2018-04-13 13:33:45.515869813,dst,643874,226665,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,401,226624,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,538,4.498676300,0.000000000,EVENT_EXECUTE,20A077B3-120F-2515-F99E-630300000010,1523640621929570336,2018-04-13 13:30:21.929570 EDT,2018-04-13 13:28:44.099404983~2018-04-13 13:33:45.515869813,dst,643874,226624,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,402,226579,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,537,4.498676300,0.000000000,EVENT_EXECUTE,401F6869-F00E-2515-B9D8-620300000010,1523640474658152256,2018-04-13 13:27:54.658152 EDT,2018-04-13 13:27:58.991403708~2018-04-13 13:28:03.766368218,dst,643874,226579,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,403,226540,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,534,4.498676300,0.000000000,EVENT_EXECUTE,4A60BDB2-DA0E-2515-C62C-620300000010,1523640381399195722,2018-04-13 13:26:21.399196 EDT,2018-04-13 13:27:58.991403708~2018-04-13 13:28:03.766368218,dst,643874,226540,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,404,225252,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,536,4.498676300,0.000000000,EVENT_EXECUTE,A720D3C4-E20D-2515-07EA-5D0300000010,1523639316550721703,2018-04-13 13:08:36.550722 EDT,2018-04-13 13:08:34.583443479~2018-04-13 13:12:51.848391460,dst,643874,225252,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,405,225208,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,539,4.498676300,0.000000000,EVENT_EXECUTE,27F77D3F-CA0D-2515-7E51-5D0300000010,1523639211234555687,2018-04-13 13:06:51.234556 EDT,2018-04-13 13:07:18.673914675~2018-04-13 13:07:19.415617638,dst,643874,225208,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,406,224620,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,541,4.498676300,0.000000000,EVENT_EXECUTE,333CA3AD-900C-2515-FA6F-5B0300000010,1523637864462761011,2018-04-13 12:44:24.462761 EDT,2018-04-13 12:44:04.417898225~2018-04-13 12:44:24.862761151,dst,643874,224620,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,407,224554,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,538,4.498676300,0.000000000,EVENT_EXECUTE,ED1F7C85-6C0C-2515-FF53-5A0300000010,1523637709170286573,2018-04-13 12:41:49.170287 EDT,2018-04-13 12:44:04.417898225~2018-04-13 12:44:24.862761151,dst,643874,224554,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,408,224403,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,535,4.498676300,0.000000000,EVENT_EXECUTE,D9730A6F-4D0B-2515-AE3E-590300000010,1523636476138124249,2018-04-13 12:21:16.138124 EDT,2018-04-13 12:21:20.268748968~2018-04-13 12:21:52.628078202,dst,643874,224403,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,409,222889,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,536,4.498676300,0.000000000,EVENT_EXECUTE,50990D97-06C5-2415-F490-810200000010,1523559206052796752,2018-04-12 14:53:26.052797 EDT,2018-04-12 14:50:10.604759291~2018-04-12 14:54:53.027362474,dst,643874,222889,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,410,220792,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,539,4.498676300,0.000000000,EVENT_EXECUTE,86AD246C-B3C3-2415-5434-780200000010,1523557749338975622,2018-04-12 14:29:09.338976 EDT,2018-04-12 14:24:21.001929013~2018-04-12 14:29:09.686111431,dst,643874,220792,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,411,220749,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,535,4.498676300,0.000000000,EVENT_EXECUTE,26A4B7E4-90C3-2415-9285-770200000010,1523557601038017574,2018-04-12 14:26:41.038018 EDT,2018-04-12 14:24:21.001929013~2018-04-12 14:29:09.686111431,dst,643874,220749,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,412,220523,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,539,4.498676300,0.000000000,EVENT_EXECUTE,96F1CB8E-0DC3-2415-89F1-730200000010,1523557036955791766,2018-04-12 14:17:16.955792 EDT,2018-04-12 14:17:21.681794197~2018-04-12 14:18:48.412349907,dst,643874,220523,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,413,216858,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,535,4.498676300,0.000000000,EVENT_EXECUTE,08FB74B8-8EBF-2415-80AE-660200000010,1523553193659005704,2018-04-12 13:13:13.659006 EDT,2018-04-12 13:10:14.468282716~2018-04-12 13:13:35.892930191,dst,643874,216858,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,414,216721,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,544,4.498676300,0.000000000,EVENT_EXECUTE,8B79B0BD-2FBF-2415-30A9-640200000010,1523552785724897675,2018-04-12 13:06:25.724898 EDT,2018-04-12 13:05:43.381733087~2018-04-12 13:07:32.240801774,dst,643874,216721,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,415,215924,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,534,4.498676300,0.000000000,EVENT_EXECUTE,DEFCF655-FDBC-2415-75EB-5E0200000010,1523550370213067998,2018-04-12 12:26:10.213068 EDT,2018-04-12 12:24:52.075268757~2018-04-12 12:26:10.346928833,dst,643874,215924,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,416,215822,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,534,4.498676300,0.000000000,EVENT_EXECUTE,FEDC521F-EBBC-2415-6BF6-5D0200000010,1523550291986930942,2018-04-12 12:24:51.986931 EDT,2018-04-12 12:24:52.075268757~2018-04-12 12:26:10.346928833,dst,643874,215822,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,417,215721,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,536,4.498676300,0.000000000,EVENT_EXECUTE,4658F7D4-D9BC-2415-9B00-5D0200000010,1523550217724975174,2018-04-12 12:23:37.724975 EDT,2018-04-12 12:23:30.101500386~2018-04-12 12:23:37.859721273,dst,643874,215721,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,418,215614,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,536,4.498676300,0.000000000,EVENT_EXECUTE,E30BFF51-C8BC-2415-C20E-5C0200000010,1523550142513220579,2018-04-12 12:22:22.513221 EDT,2018-04-12 12:23:30.101500386~2018-04-12 12:23:37.859721273,dst,643874,215614,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,419,215505,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,535,4.498676300,0.000000000,EVENT_EXECUTE,80AFA763-B5BC-2415-751A-5B0200000010,1523550061205106560,2018-04-12 12:21:01.205106 EDT,2018-04-12 12:23:30.101500386~2018-04-12 12:23:37.859721273,dst,643874,215505,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,420,215341,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,535,4.498676300,0.000000000,EVENT_EXECUTE,D0D1134B-B9BB-2415-82D5-590200000010,1523548978461004240,2018-04-12 12:02:58.461004 EDT,2018-04-12 12:01:40.001805281~2018-04-12 12:07:18.515886087,dst,643874,215341,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,421,214306,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,535,4.498676300,0.000000000,EVENT_EXECUTE,8B7DEA66-50BB-2415-8588-570200000010,1523548527956491659,2018-04-12 11:55:27.956492 EDT,2018-04-12 11:50:47.507971635~2018-04-12 11:55:28.178639610,dst,643874,214306,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,422,214193,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,535,4.498676300,0.000000000,EVENT_EXECUTE,18A584F4-30BB-2415-3593-560200000010,1523548392893228312,2018-04-12 11:53:12.893228 EDT,2018-04-12 11:50:47.507971635~2018-04-12 11:55:28.178639610,dst,643874,214193,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,423,213145,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,538,4.498676300,0.000000000,EVENT_EXECUTE,F9DDBEFD-BFB9-2415-EBE8-4C0200000010,1523546808205106681,2018-04-12 11:26:48.205107 EDT,2018-04-12 11:29:37.584162025~2018-04-12 11:29:37.588479996,dst,643874,213145,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,424,213037,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,536,4.498676300,0.000000000,EVENT_EXECUTE,79EBA826-B0B9-2415-14EC-4B0200000010,1523546740172057465,2018-04-12 11:25:40.172057 EDT,2018-04-12 11:29:37.584162025~2018-04-12 11:29:37.588479996,dst,643874,213037,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,425,212784,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,535,4.498676300,0.000000000,EVENT_EXECUTE,71D7E2D4-17B9-2415-B5C1-490200000010,1523546085965092721,2018-04-12 11:14:45.965093 EDT,2018-04-12 11:16:04.940723809~2018-04-12 11:17:01.770497019,dst,643874,212784,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,426,211894,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,538,4.498676300,0.000000000,EVENT_EXECUTE,96816E36-5BB8-2415-14BD-410200000010,1523545275852816790,2018-04-12 11:01:15.852817 EDT,2018-04-12 11:01:16.071497849~2018-04-12 11:01:16.077009507,dst,643874,211894,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,427,211780,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,539,4.498676300,0.000000000,EVENT_EXECUTE,49C216CF-3DB8-2415-889D-400200000010,1523545149564961353,2018-04-12 10:59:09.564961 EDT,2018-04-12 11:01:16.071497849~2018-04-12 11:01:16.077009507,dst,643874,211780,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,428,207206,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,537,4.498676300,0.000000000,EVENT_EXECUTE,6183B397-9CD3-2415-A5AE-CA0200000010,1523575243471553377,2018-04-12 19:20:43.471553 EDT,2018-04-12 19:20:22.456321259~2018-04-12 19:22:09.061120238,dst,643874,207206,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,429,201743,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,536,4.498676300,0.000000000,EVENT_EXECUTE,ECCE0491-59CF-2415-6CA0-B80200000010,1523570557550120684,2018-04-12 18:02:37.550121 EDT,2018-04-12 18:02:41.743911050~2018-04-12 18:02:54.517848147,dst,643874,201743,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,430,201704,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,536,4.498676300,0.000000000,EVENT_EXECUTE,E2CB5AE8-43CF-2415-9618-B80200000010,1523570464526093282,2018-04-12 18:01:04.526093 EDT,2018-04-12 18:02:41.743911050~2018-04-12 18:02:54.517848147,dst,643874,201704,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,431,198073,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,546,4.498676300,0.000000000,EVENT_EXECUTE,019A6099-7DCE-2415-B2F5-B00200000010,1523569612797549057,2018-04-12 17:46:52.797549 EDT,2018-04-12 17:46:52.815411056~2018-04-12 17:47:38.368662775,dst,643874,198073,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,432,198035,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,534,4.498676300,0.000000000,EVENT_EXECUTE,D621BBF1-67CE-2415-4465-B00200000010,1523569519790596566,2018-04-12 17:45:19.790596 EDT,2018-04-12 17:46:52.815411056~2018-04-12 17:47:38.368662775,dst,643874,198035,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,433,197695,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,545,4.498676300,0.000000000,EVENT_EXECUTE,CF571556-36CD-2415-D3A9-A90200000010,1523568207214237647,2018-04-12 17:23:27.214238 EDT,2018-04-12 17:21:58.298837981~2018-04-12 17:27:02.628142713,dst,643874,197695,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,434,197518,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,543,4.498676300,0.000000000,EVENT_EXECUTE,F49F0C11-B6CC-2415-4573-A60200000010,1523567656300224500,2018-04-12 17:14:16.300225 EDT,2018-04-12 17:11:26.002060822~2018-04-12 17:16:43.515681639,dst,643874,197518,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,435,197481,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,533,4.498676300,0.000000000,EVENT_EXECUTE,0B95C3AA-9CCC-2415-89F0-A50200000010,1523567547209979147,2018-04-12 17:12:27.209979 EDT,2018-04-12 17:11:26.002060822~2018-04-12 17:16:43.515681639,dst,643874,197481,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,436,197442,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,538,4.498676300,0.000000000,EVENT_EXECUTE,0B60D083-82CC-2415-2E37-A50200000010,1523567434887356427,2018-04-12 17:10:34.887357 EDT,2018-04-12 17:10:55.275334437~2018-04-12 17:11:21.953166033,dst,643874,197442,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,437,197347,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,538,4.498676300,0.000000000,EVENT_EXECUTE,5FFEFC23-34CC-2415-004D-A30200000010,1523567098272218719,2018-04-12 17:04:58.272219 EDT,2018-04-12 17:01:01.233512453~2018-04-12 17:06:03.147668726,dst,643874,197347,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,438,197309,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,533,4.498676300,0.000000000,EVENT_EXECUTE,80D58727-1CCC-2415-97B4-A20200000010,1523566995252434304,2018-04-12 17:03:15.252434 EDT,2018-04-12 17:01:01.233512453~2018-04-12 17:06:03.147668726,dst,643874,197309,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,439,196709,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,544,4.498676300,0.000000000,EVENT_EXECUTE,3F931E7F-7DCB-2415-6390-9F0200000010,1523566313822131007,2018-04-12 16:51:53.822131 EDT,2018-04-12 16:55:09.404574632~2018-04-12 16:55:50.647817689,dst,643874,196709,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,440,186777,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,536,4.498676300,0.000000000,EVENT_EXECUTE,F3F778D7-08C8-2415-5DB8-910200000010,1523562514258393075,2018-04-12 15:48:34.258393 EDT,2018-04-12 15:44:00.001367052~2018-04-12 15:49:18.460718990,dst,643874,186777,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,441,186712,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,544,4.498676300,0.000000000,EVENT_EXECUTE,15DD3BD4-CCC7-2415-6B13-900200000010,1523562256506019093,2018-04-12 15:44:16.506019 EDT,2018-04-12 15:44:00.001367052~2018-04-12 15:49:18.460718990,dst,643874,186712,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,442,186603,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,543,4.498676300,0.000000000,EVENT_EXECUTE,95022AC3-08C7-2415-E2DA-8D0200000010,1523561414406046357,2018-04-12 15:30:14.406046 EDT,2018-04-12 15:26:27.953169657~2018-04-12 15:31:05.595021786,dst,643874,186603,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Leaky selected,0,443,186538,TN_near_threshold,TN (benign) near threshold,4.498676300,0,0,0,benign,547,4.498676300,0.000000000,EVENT_EXECUTE,7B9DA4A3-CDC6-2415-4E3A-8C0200000010,1523561160474140027,2018-04-12 15:26:00.474140 EDT,2018-04-12 15:24:41.646523958~2018-04-12 15:26:00.514906478,dst,643874,186538,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
